well_id,api_uwi,operator,county,reservoir,state,basin,area_block,date,oil_bbl,gas_mcf,water_bbl,days_on_prod,days_in_month
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-01-01,188686,44567,73,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-02-01,178267,42438,66,28,28
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-03-01,199419,47393,5995,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-04-01,179949,42475,6439,29,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-05-01,167349,39733,6548,26,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-06-01,186727,44445,7538,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-07-01,189234,46915,7224,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-08-01,145672,37117,5671,26,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-09-01,181459,45600,7227,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-10-01,182747,39314,7129,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-11-01,171897,43130,6563,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-12-01,176512,44125,6853,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-01-01,166004,41035,6850,30,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-02-01,149097,37320,6429,28,28
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-03-01,166678,40821,7052,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-04-01,156379,39654,6859,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-05-01,165234,42297,7253,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-06-01,154663,38793,0,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-07-01,158701,40541,3909,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-08-01,156777,39610,4011,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-09-01,149177,38496,3757,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-10-01,152142,37786,3913,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-11-01,144940,36018,4291,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-12-01,142976,35277,4595,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-01-01,142365,34966,4583,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-02-01,105910,26408,3523,24,29
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-03-01,149313,35512,5851,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-04-01,137509,32120,5746,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-05-01,141560,33249,4918,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-06-01,133284,31447,3883,30,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-07-01,137238,32268,3805,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-08-01,141936,34349,3926,29,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-09-01,119589,28160,3355,27,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-10-01,151554,35990,4452,31,31
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-11-01,109960,25918,3218,23,30
G21245 PS001,608124005700,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-12-01,151372,36759,4219,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-01-01,361259,83749,8832,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-02-01,332816,78570,8130,28,28
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-03-01,353195,82625,8712,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-04-01,339327,80848,12497,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-05-01,349605,82069,15536,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-06-01,300347,73685,16738,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-07-01,342265,82248,21011,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-08-01,290127,69646,14696,26,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-09-01,224946,53090,500,23,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-10-01,225727,54730,4298,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-11-01,331404,78653,5169,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2021-12-01,352780,84176,5288,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-01-01,235680,55664,3579,24,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-02-01,315542,75115,4739,28,28
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-03-01,326452,77445,12396,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-04-01,276458,64839,14604,29,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-05-01,261639,62115,13617,26,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-06-01,291476,69391,15652,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-07-01,286777,71099,15581,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-08-01,234204,59727,12684,26,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-09-01,318736,80113,19779,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-10-01,321979,69267,17973,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-11-01,313841,78739,14953,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2022-12-01,318705,79683,15615,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-01-01,306043,75643,15957,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-02-01,265430,66448,14028,28,28
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-03-01,290430,71138,3675,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-04-01,272587,61111,1978,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-05-01,293488,52611,4968,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-06-01,273706,68652,0,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-07-01,297202,75934,12880,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-08-01,294205,74339,13993,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-09-01,280073,72347,13324,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-10-01,289936,72031,13792,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-11-01,278645,69233,14573,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2023-12-01,288433,71247,12198,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-01-01,286488,70360,12414,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-02-01,198054,49378,8876,26,29
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-03-01,284384,67644,13442,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-04-01,271443,63053,12674,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-05-01,281494,66181,14061,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-06-01,268901,63439,12906,30,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-07-01,264152,62108,13132,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-08-01,247439,59880,12784,29,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-09-01,200280,47155,11590,27,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-10-01,259366,62347,15877,31,31
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-11-01,194549,45860,11660,24,30
G21245 PS002,608124011400,UNION OIL COMPANY OF CALIFORNIA,Offshore Federal,WR678,OCS,Gulf of Mexico,WR  678,2024-12-01,257548,62667,14918,31,31
